Vineyard,Wine,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
East,636,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8
North,217,6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5
East,1048,8,0.23,0.37,9.6,0.054,23,159,0.99795,3.32,0.47,9.8
East,117,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5
West,1387,12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12
East,966,5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5
East,1369,6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1
West,900,5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3
South,721,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1
West,1188,7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5
East,421,6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5
North,1027,8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7
West,914,7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4
South,74,6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8
West,889,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5
West,377,6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7
East,455,7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1
East,691,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4
North,748,6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8
South,1240,6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4
West,1039,6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11
North,313,7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7
East,1569,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7
East,484,8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5
East,1071,6.3,0.22,0.43,4.55,0.038,31,130,0.9918,3.35,0.33,11.5
North,1032,6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8
East,1153,6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9
West,579,8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2
East,1307,7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5
East,1610,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4
East,342,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9
South,652,7.6,0.23,0.26,15.3,0.067,32,166,0.9986,3.03,0.44,9.2
East,212,7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9
North,848,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1
North,36,6.4,0.31,0.39,7.5,0.04,57,213,0.99475,3.32,0.43,10
West,412,5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1
North,1046,6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4
South,1077,9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10
West,1451,5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5
North,545,6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11
East,867,7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7
West,1450,6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3
West,360,5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5
South,418,6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8
South,1173,6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4
North,1187,6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8
South,915,7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4
North,937,7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5
South,968,6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9
North,866,5.6,0.295,0.2,2.2,0.049,18,134,0.99378,3.21,0.68,10
West,1268,5.4,0.33,0.31,4,0.03,27,108,0.99031,3.3,0.43,12.2
North,101,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1
North,600,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7
North,1267,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4
East,837,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7
North,1164,8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3
North,1538,6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8
West,1071,7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7
South,608,6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4
East,937,7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9
East,626,7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4
West,1401,7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12
East,53,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2
South,789,5.1,0.21,0.28,1.4,0.047,48,148,0.99168,3.5,0.49,10.4
South,298,7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5
West,35,5.8,0.35,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.63333333
West,257,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8
North,1571,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5
West,710,6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75
North,1369,6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8
North,609,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2
North,799,6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4
East,1030,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5
North,954,6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2
North,54,8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2
South,694,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12
East,324,5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1
East,1120,9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6
East,141,7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1
South,110,4.8,0.13,0.32,1.2,0.042,40,98,0.9898,3.42,0.64,11.8
East,1426,7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5
East,548,7,0.28,0.32,7.75,0.032,30,114,0.99158,3.12,0.64,12.8
East,1449,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12
South,1325,11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2
West,103,5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12
East,1385,7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8
West,752,7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7
North,82,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12
West,94,5,0.24,0.34,1.1,0.034,49,158,0.98774,3.32,0.32,13.1
North,337,7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9
East,1612,12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10
East,272,7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1
East,1548,6.4,0.29,0.24,3.2,0.037,31,95,0.98942,2.9,0.66,12.6
North,146,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2
West,1143,6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8
West,1222,7.8,0.43,0.7,1.9,0.464,22,67,0.9974,3.13,1.28,9.4
North,959,6.5,0.3,0.39,7.8,0.038,61,219,0.9959,3.19,0.5,9.4
East,555,8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5
South,959,5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1
East,1306,6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7
South,306,6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2
North,409,11.8,0.23,0.38,11.1,0.034,15,123,0.9997,2.93,0.55,9.7
East,1392,7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5
East,99,6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4
West,1076,5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6
West,722,7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8
West,731,6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12
West,556,6.3,0.16,0.4,1.6,0.033,59,148,0.9914,3.44,0.53,11.4
West,97,6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4
North,341,7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6
East,977,5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6
South,202,9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10
West,1539,8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1
South,627,9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4
North,838,6.2,0.3,0.31,1.6,0.035,40,106,0.98914,3.26,0.39,12.9
South,344,7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7
East,1609,6.8,0.2,0.59,0.9,0.147,38,132,0.993,3.05,0.38,9.1
South,1432,6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7
East,1068,6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6
East,1539,6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8
West,1525,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7
West,911,7.1,0.38,0.4,2.2,0.042,54,201,0.99177,3.03,0.5,11.4
East,31,6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4
East,403,8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3
East,1003,6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8
West,1208,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8
West,1335,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6
South,541,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11
North,1207,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1
East,615,8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6
East,1497,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2
West,1374,6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5
East,613,7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6
North,558,7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6
North,1252,8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12
West,1380,8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7
West,325,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7
East,468,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4
North,708,7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4
East,174,5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2
North,1412,8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5
North,329,4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2
East,554,7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5
South,1068,7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9
East,1250,6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6
North,1254,7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9
East,1558,5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2
East,142,6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8
South,791,10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10
North,885,8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5
South,380,7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1
West,1494,8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7
South,1554,8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11
East,150,7.3,0.145,0.33,1.1,0.042,14,64,0.99012,3.1,0.37,11.8
South,603,5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5
West,1037,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333
East,1179,9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5
East,1357,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1
South,337,7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4
West,1080,5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2
East,646,6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12
West,427,7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6
North,571,6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9
East,1283,6.6,0.23,0.32,0.9,0.041,25,79,0.9926,3.39,0.54,10.2
West,790,6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2
South,1006,9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2
South,936,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8
East,1359,6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1
West,990,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8
East,621,7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8
South,368,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6
South,1418,8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4
West,23,7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3
North,283,10.3,0.25,0.48,2.2,0.042,28,164,0.998,3.19,0.59,9.7
West,1399,4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.46666667
East,688,6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7
South,562,7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4
North,530,7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5
North,86,6.5,0.28,0.33,15.7,0.053,51,190,0.9978,3.22,0.51,9.7
West,811,9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9
West,448,8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6
West,379,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5
West,48,6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2
North,24,6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4
South,1427,6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05
South,857,6,0.2,0.33,1.1,0.039,45,126,0.99051,3.31,0.45,11.6
North,285,6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9
East,1499,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4
North,1133,8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8
West,1326,6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2
East,955,5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2
West,1128,6.6,0.25,0.25,1.3,0.04,28,85,0.98984,2.87,0.48,11.2
East,355,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8
East,526,7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5
East,26,6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2
South,18,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6
South,956,7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4
South,535,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7
South,1504,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1
North,299,6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8
South,170,8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4
East,1014,6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2
West,1086,7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3
East,599,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4
West,627,6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3
North,622,6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7
West,1604,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7
West,964,6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2
West,1540,7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9
East,540,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
West,46,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7
North,1392,6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10
East,148,6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5
East,66,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1
West,209,7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5
North,14,6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8
East,1460,14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8
North,75,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8
West,1546,6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11
North,548,7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7
East,387,7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2
South,793,7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6
South,1479,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4
West,839,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8
South,56,5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2
South,1535,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10
North,245,8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7
North,1304,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7
West,69,7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3
North,83,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6
West,1617,6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6
South,200,6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4
East,5,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2
East,545,7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7
South,1528,7.7,0.15,0.29,1.3,0.029,10,64,0.9932,3.35,0.39,10.1
North,309,6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7
South,544,5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2
South,1425,6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8
North,1302,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6
East,440,5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2
West,1396,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5
West,1073,7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4
North,1360,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2
North,430,7.5,0.42,0.34,4.3,0.04,34,108,0.99155,3.14,0.45,12.8
East,1391,6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4
South,618,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1
West,1062,7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4
East,631,6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2
North,1472,6.3,0.17,0.42,2.8,0.028,45,107,0.9908,3.27,0.43,11.8
South,295,6.7,0.23,0.25,1.6,0.036,28,143,0.99256,3.3,0.54,10.3
West,1020,6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5
North,964,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9
South,1178,6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6
South,846,6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8
South,1097,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1
North,1020,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8
West,1252,6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8
North,317,9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2
North,500,7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2
South,330,6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2
North,398,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6
West,1179,6.8,0.22,0.29,8.9,0.046,82,188,0.9955,3.3,0.44,10.3
East,1069,9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10
West,1160,6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9
East,1490,8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3
North,437,5.5,0.3,0.25,1.9,0.029,33,118,0.98972,3.36,0.66,12.5
South,1000,6.9,0.48,0.36,3.5,0.03,31,135,0.9904,3.14,0.38,12.2
West,927,6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7
North,384,6.8,0.46,0.26,6.3,0.147,49,159,0.99434,3.14,0.47,10
South,362,6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2
North,108,5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5
West,1228,8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4
North,477,6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5
North,1542,8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1
North,1345,6.3,0.495,0.22,1.8,0.046,31,140,0.9929,3.39,0.54,10.4
North,294,7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1
South,491,9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2
North,1122,6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4
South,521,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8
South,995,7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5
South,1020,7.9,0.29,0.39,6.7,0.036,6,117,0.9938,3.12,0.42,10.7
East,1400,7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3
West,1493,10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5
North,250,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4
West,88,7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1
West,496,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2
North,319,7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5
South,1477,6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8
South,229,7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2
North,288,7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9
South,454,6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7
West,569,7.1,0.25,0.39,2.1,0.036,30,124,0.9908,3.28,0.43,12.2
West,1520,6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6
South,59,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8
North,759,7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9
North,1047,7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8
West,1612,6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4
South,1351,8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9
South,1561,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8
West,1481,6,0.2,0.26,1.1,0.033,38,67,0.98954,3.14,0.38,11.5
East,498,7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4
East,533,6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5
South,1379,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9
North,923,6.7,0.26,0.29,5.8,0.025,26,74,0.9929,3.28,0.53,11
North,47,6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94
South,1364,9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2
West,877,6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1
East,582,8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9
North,234,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4
North,675,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11
East,340,6.7,0.25,0.26,13.5,0.06,50,156,0.99784,3.39,0.46,9.9
